脱敏客户ID,付款时间,支付金额
cumid29853,2024-02-26 09:30:38,38.57
cumid29854,2024-02-26 09:32:00,147.89
cumid29855,2024-02-26 09:32:06,127.55
cumid29856,2024-02-26 09:35:57,117.03
cumid8932,2024-02-26 09:37:25,141.7
cumid29857,2024-02-26 09:48:14,28.49
cumid29858,2024-02-26 09:49:02,28.28
cumid29859,2024-02-26 09:55:39,39.36
cumid25060,2024-02-26 09:56:22,38.99
cumid29860,2024-02-26 09:59:51,252.98
cumid29861,2024-02-26 10:02:32,122.63
cumid29862,2024-02-26 10:08:14,686.91
cumid29863,2024-02-26 10:19:58,28.38
cumid29864,2024-02-26 10:23:06,126.62
cumid29865,2024-02-26 10:24:18,285.63
cumid29866,2024-02-26 10:28:56,37.83
cumid29867,2024-02-26 10:29:43,118.14
cumid29868,2024-02-26 10:31:45,14.07
cumid29869,2024-02-26 10:32:34,149.6
cumid1181,2024-02-26 10:34:47,70.46
cumid29870,2024-02-26 10:35:36,9.95
cumid29871,2024-02-26 10:36:22,145.29
cumid29872,2024-02-26 10:37:27,115.95
cumid29873,2024-02-26 10:40:39,19.64
cumid29874,2024-02-26 10:44:14,25.28
cumid14647,2024-02-26 10:47:53,36.84
cumid29875,2024-02-26 10:51:32,126.57
cumid29876,2024-02-26 10:58:28,157.85
cumid29877,2024-02-26 11:03:07,30.14
cumid3807,2024-02-26 11:11:08,26.34
cumid29878,2024-02-26 11:13:06,122.15
cumid29879,2024-02-26 11:14:51,38.64
cumid29880,2024-02-26 11:19:25,233.5
cumid29881,2024-02-26 11:27:44,37.23
cumid29882,2024-02-26 11:29:22,19.12
cumid29883,2024-02-26 11:41:37,19.08
cumid29884,2024-02-26 11:42:21,62.7
cumid29885,2024-02-26 11:44:07,144.94
cumid29886,2024-02-26 11:44:28,36.47
cumid29887,2024-02-26 11:48:09,125.88
cumid23662,2024-02-26 11:50:56,186.97
cumid29888,2024-02-26 11:52:52,119.25
cumid11271,2024-02-26 11:53:06,26.04
cumid29889,2024-02-26 11:54:17,37.42
cumid29890,2024-02-26 12:00:59,36.4
cumid29891,2024-02-26 12:02:50,19.59
cumid29892,2024-02-26 12:04:57,149.94
cumid29893,2024-02-26 12:10:14,147.64
cumid29894,2024-02-26 12:11:39,146.06
cumid29895,2024-02-26 12:14:38,121.83
cumid29896,2024-02-26 12:15:19,543.67
cumid29897,2024-02-26 12:18:34,18.86
cumid29898,2024-02-26 12:19:14,0.0
cumid29899,2024-02-26 12:22:10,136.28
cumid29900,2024-02-26 12:23:30,141.83
cumid5297,2024-02-26 12:25:19,37.43
cumid29901,2024-02-26 12:27:38,149.33
cumid29902,2024-02-26 12:29:12,115.58
cumid11818,2024-02-26 12:29:28,184.73
cumid29903,2024-02-26 12:30:28,142.45
cumid26201,2024-02-26 12:33:56,151.38
cumid29904,2024-02-26 12:35:22,19.35
cumid17886,2024-02-26 12:36:32,9.42
cumid22760,2024-02-26 12:38:55,9.64
cumid1340,2024-02-26 12:39:21,544.51
cumid29905,2024-02-26 12:40:52,119.29
cumid29906,2024-02-26 12:41:41,40.45
cumid19703,2024-02-26 12:42:45,19.92
cumid29907,2024-02-26 12:43:43,104.6
cumid29908,2024-02-26 12:46:09,28.47
cumid29909,2024-02-26 12:47:14,24.31
cumid29910,2024-02-26 12:52:30,139.45
cumid29911,2024-02-26 12:58:13,125.0
cumid27779,2024-02-26 13:00:38,145.09
cumid29912,2024-02-26 13:03:52,19.99
cumid29913,2024-02-26 13:12:01,37.06
cumid29914,2024-02-26 13:12:28,20.27
cumid21854,2024-02-26 13:13:38,19.06
cumid29915,2024-02-26 13:16:48,18.69
cumid29916,2024-02-26 13:17:13,19.05
cumid29917,2024-02-26 13:19:39,36.77
cumid1301,2024-02-26 13:24:18,18.87
cumid2810,2024-02-26 13:29:29,19.14
cumid29918,2024-02-26 13:33:50,25.31
cumid29919,2024-02-26 13:39:29,149.71
cumid29920,2024-02-26 13:41:45,119.71
cumid29921,2024-02-26 13:42:59,151.55
cumid29922,2024-02-26 13:47:51,18.66
cumid29923,2024-02-26 13:48:21,151.99
cumid29924,2024-02-26 13:49:36,38.3
cumid29925,2024-02-26 13:51:04,19.21
cumid29926,2024-02-26 13:52:28,59.24
cumid1778,2024-02-26 13:54:18,38.3
cumid29927,2024-02-26 14:00:11,147.64
cumid29928,2024-02-26 14:02:57,141.98
cumid22486,2024-02-26 14:09:58,290.83
cumid29929,2024-02-26 14:12:00,45.23
cumid29930,2024-02-26 14:19:25,24.27
cumid29931,2024-02-26 14:20:20,145.08
cumid15279,2024-02-26 14:24:08,266.83
cumid29932,2024-02-26 14:26:13,24.28
cumid29933,2024-02-26 14:30:49,25.67
cumid29934,2024-02-26 14:30:55,128.01
cumid29935,2024-02-26 14:32:56,38.95
cumid29936,2024-02-26 14:33:50,146.63
cumid29937,2024-02-26 14:37:41,181.34
cumid29938,2024-02-26 14:40:45,139.44
cumid29939,2024-02-26 14:42:00,19.91
cumid29940,2024-02-26 14:44:59,145.47
cumid29941,2024-02-26 14:47:23,126.67
cumid29942,2024-02-26 14:47:58,19.59
cumid29943,2024-02-26 14:55:36,127.53
cumid29944,2024-02-26 14:58:32,126.3
cumid29945,2024-02-26 14:59:41,40.63
cumid29946,2024-02-26 15:02:12,19.97
cumid29947,2024-02-26 15:05:09,65.87
cumid29948,2024-02-26 15:05:51,128.82
cumid29949,2024-02-26 15:09:00,127.11
cumid23009,2024-02-26 15:10:41,141.86
cumid29950,2024-02-26 15:17:01,28.87
cumid29951,2024-02-26 15:18:41,151.73
cumid14623,2024-02-26 15:25:04,356.26
cumid29952,2024-02-26 15:25:24,20.11
cumid29953,2024-02-26 15:27:13,19.99
cumid237,2024-02-26 15:29:24,233.54
cumid29954,2024-02-26 15:32:54,251.16
cumid29955,2024-02-26 15:33:08,140.03
cumid29956,2024-02-26 15:34:00,39.09
cumid29957,2024-02-26 15:35:00,38.55
cumid29958,2024-02-26 15:40:38,140.96
cumid29959,2024-02-26 15:40:55,9.8
cumid29960,2024-02-26 15:43:50,10.0
cumid29961,2024-02-26 15:49:30,38.03
cumid27092,2024-02-26 15:50:49,112.57
cumid29962,2024-02-26 15:52:25,146.58
cumid29963,2024-02-26 15:56:32,43.13
cumid29964,2024-02-26 15:56:47,120.91
cumid29965,2024-02-26 16:00:34,24.94
cumid29966,2024-02-26 16:01:19,37.56
cumid29967,2024-02-26 16:02:36,38.34
cumid29968,2024-02-26 16:06:13,119.16
cumid29969,2024-02-26 16:13:23,38.08
cumid29970,2024-02-26 16:14:31,125.15
cumid29971,2024-02-26 16:16:11,126.97
cumid29972,2024-02-26 16:16:31,236.09
cumid29973,2024-02-26 16:17:32,119.61
cumid29974,2024-02-26 16:18:59,150.75
cumid29975,2024-02-26 16:24:14,19.44
cumid29976,2024-02-26 16:25:01,521.33
cumid29977,2024-02-26 16:28:35,141.66
cumid9884,2024-02-26 16:29:25,558.65
cumid29978,2024-02-26 16:34:20,19.77
cumid29979,2024-02-26 16:34:35,19.23
cumid29980,2024-02-26 16:37:14,120.83
cumid24957,2024-02-26 16:38:31,121.7
cumid29981,2024-02-26 16:39:53,38.32
cumid6365,2024-02-26 16:45:08,145.33
cumid29982,2024-02-26 16:48:30,123.15
cumid29983,2024-02-26 16:53:05,19.48
cumid29984,2024-02-26 16:55:56,18.72
cumid29985,2024-02-26 17:01:59,77.57
cumid29986,2024-02-26 17:06:32,140.14
cumid29987,2024-02-26 17:07:58,18.81
cumid19777,2024-02-26 17:08:12,9.33
cumid7974,2024-02-26 17:11:42,147.42
cumid5825,2024-02-26 17:14:52,39.65
cumid29988,2024-02-26 17:16:21,150.38
cumid29989,2024-02-26 17:21:43,28.8
cumid29990,2024-02-26 17:26:09,99.4
cumid13650,2024-02-26 17:28:15,532.29
cumid29991,2024-02-26 17:33:02,150.0
cumid29992,2024-02-26 17:39:23,19.12
cumid29993,2024-02-26 17:42:02,122.38
cumid25893,2024-02-26 17:43:03,83.52
cumid29994,2024-02-26 17:44:00,144.02
cumid29995,2024-02-26 17:49:53,143.19
cumid29996,2024-02-26 17:50:30,19.45
cumid29997,2024-02-26 17:52:09,19.8
cumid29998,2024-02-26 17:52:55,527.7
cumid29999,2024-02-26 17:55:10,19.05
cumid30000,2024-02-26 17:55:42,25.88
cumid30001,2024-02-26 17:57:46,37.25
cumid30002,2024-02-26 17:58:37,18.62
cumid30003,2024-02-26 18:03:44,181.38
cumid30004,2024-02-26 18:06:14,24.87
cumid30005,2024-02-26 18:11:20,36.5
cumid2798,2024-02-26 18:12:50,151.63
cumid30006,2024-02-26 18:15:22,24.27
cumid30007,2024-02-26 18:15:29,75.46
cumid30008,2024-02-26 18:16:13,19.76
cumid28528,2024-02-26 18:16:28,36.66
cumid30009,2024-02-26 18:19:14,37.54
cumid18390,2024-02-26 18:23:13,19.63
cumid30010,2024-02-26 18:25:31,9.67
cumid30011,2024-02-26 18:26:04,126.94
cumid30012,2024-02-26 18:29:40,77.13
cumid30013,2024-02-26 18:31:57,225.56
cumid30014,2024-02-26 18:32:37,46.51
cumid30015,2024-02-26 18:32:48,19.38
cumid30016,2024-02-26 18:35:26,19.08
cumid97,2024-02-26 18:38:02,153.87
cumid30018,2024-02-26 18:38:37,41.45
cumid8063,2024-02-26 18:39:06,37.47
cumid30019,2024-02-26 18:39:40,39.14
cumid30020,2024-02-26 18:42:09,9.66
cumid30021,2024-02-26 18:43:49,146.59
cumid30022,2024-02-26 18:46:19,145.24
cumid30023,2024-02-26 18:46:29,19.71
cumid30024,2024-02-26 18:49:02,19.28
cumid24960,2024-02-26 18:49:20,47.53
cumid30025,2024-02-26 18:51:28,20.03
cumid13866,2024-02-26 18:51:56,20.03
cumid11294,2024-02-26 18:54:47,15.02
cumid30026,2024-02-26 18:55:07,19.51
cumid25568,2024-02-26 18:57:26,123.04
cumid30027,2024-02-26 18:57:37,19.39
cumid30028,2024-02-26 18:59:18,39.26
cumid30029,2024-02-26 19:00:35,134.2
cumid30030,2024-02-26 19:04:39,38.22
cumid30031,2024-02-26 19:06:58,116.05
cumid30032,2024-02-26 19:10:21,20.2
cumid30033,2024-02-26 19:11:22,9.81
cumid30034,2024-02-26 19:15:11,122.02
cumid15008,2024-02-26 19:15:36,19.05
cumid2854,2024-02-26 19:18:26,37.94
cumid30035,2024-02-26 19:20:31,19.55
cumid30036,2024-02-26 19:21:00,19.21
cumid285,2024-02-26 19:21:13,118.55
cumid30037,2024-02-26 19:24:02,114.06
cumid3090,2024-02-26 19:24:07,9.34
cumid30038,2024-02-26 19:26:04,19.98
cumid67,2024-02-26 19:27:24,84.85
cumid67,2024-02-26 19:28:40,77.18
cumid30039,2024-02-26 19:28:58,127.32
cumid30040,2024-02-26 19:31:04,150.52
cumid30041,2024-02-26 19:31:26,145.14
cumid11681,2024-02-26 19:32:54,19.18
cumid2799,2024-02-26 19:33:33,19.47
cumid30042,2024-02-26 19:35:02,63.3
cumid6950,2024-02-26 19:35:50,39.49
cumid30043,2024-02-26 19:40:15,77.01
cumid30044,2024-02-26 19:40:35,20.12
cumid30045,2024-02-26 19:45:14,18.79
cumid30046,2024-02-26 19:46:14,24.94
cumid30047,2024-02-26 19:48:50,18.67
cumid30048,2024-02-26 19:49:20,9.74
cumid30049,2024-02-26 19:51:29,147.05
cumid30050,2024-02-26 19:52:49,37.19
cumid30051,2024-02-26 19:55:53,19.89
cumid30052,2024-02-26 19:57:06,131.28
cumid30053,2024-02-26 19:58:33,19.72
cumid26897,2024-02-26 19:59:04,44.08
cumid23085,2024-02-26 20:00:06,150.8
cumid559,2024-02-26 20:03:09,145.43
cumid30054,2024-02-26 20:08:09,38.61
cumid12113,2024-02-26 20:09:28,37.01
cumid30055,2024-02-26 20:13:30,38.45
cumid30056,2024-02-26 20:14:05,26.21
cumid30057,2024-02-26 20:18:15,19.59
cumid30058,2024-02-26 20:18:27,227.36
cumid30059,2024-02-26 20:19:04,117.35
cumid30060,2024-02-26 20:19:32,19.65
cumid30061,2024-02-26 20:22:36,118.19
cumid30062,2024-02-26 20:24:48,1.07
cumid30063,2024-02-26 20:30:41,149.52
cumid30064,2024-02-26 20:31:22,9.49
cumid30057,2024-02-26 20:32:14,36.35
cumid30065,2024-02-26 20:33:12,18.84
cumid30066,2024-02-26 20:34:11,119.12
cumid30067,2024-02-26 20:34:50,20.19
cumid30068,2024-02-26 20:39:21,45.73
cumid30069,2024-02-26 20:40:03,9.24
cumid30070,2024-02-26 20:40:21,18.64
cumid30071,2024-02-26 20:40:38,39.44
cumid30072,2024-02-26 20:41:56,144.56
cumid17358,2024-02-26 20:43:01,118.79
cumid12917,2024-02-26 20:49:09,119.54
cumid30073,2024-02-26 20:50:27,146.29
cumid30074,2024-02-26 20:51:33,40.49
cumid30075,2024-02-26 20:53:10,148.94
cumid30076,2024-02-26 20:55:36,34.62
cumid30077,2024-02-26 20:56:12,9.56
cumid30078,2024-02-26 20:58:26,10.02
cumid30079,2024-02-26 21:00:37,19.54
cumid30080,2024-02-26 21:03:28,10.01
cumid30081,2024-02-26 21:04:15,37.5
cumid30082,2024-02-26 21:05:59,18.29
cumid13045,2024-02-26 21:06:21,41.58
cumid30083,2024-02-26 21:08:48,20.06
cumid30084,2024-02-26 21:10:18,37.61
cumid13938,2024-02-26 21:14:36,34.53
cumid13022,2024-02-26 21:14:46,38.56
cumid30085,2024-02-26 21:15:26,18.66
cumid30086,2024-02-26 21:15:41,9.89
cumid30087,2024-02-26 21:17:51,278.9
cumid30088,2024-02-26 21:17:55,19.55
cumid30089,2024-02-26 21:20:26,20.11
cumid18135,2024-02-26 21:22:01,126.34
cumid30090,2024-02-26 21:25:07,19.71
cumid30091,2024-02-26 21:25:21,10.03
cumid15038,2024-02-26 21:26:21,25.03
cumid30092,2024-02-26 21:27:38,9.37
cumid30093,2024-02-26 21:28:49,145.6
cumid30094,2024-02-26 21:28:50,141.43
cumid30095,2024-02-26 21:29:42,120.35
cumid30096,2024-02-26 21:29:50,10.03
cumid30097,2024-02-26 21:30:17,10.04
cumid30098,2024-02-26 21:30:21,9.55
cumid30099,2024-02-26 21:31:25,39.2
cumid30100,2024-02-26 21:32:55,151.74
cumid17724,2024-02-26 21:33:40,19.34
cumid30101,2024-02-26 21:33:48,20.11
cumid30092,2024-02-26 21:36:40,20.19
cumid30102,2024-02-26 21:36:45,89.82
cumid30103,2024-02-26 21:38:49,9.77
cumid10142,2024-02-26 21:40:42,20.12
cumid30104,2024-02-26 21:41:14,120.76
cumid30105,2024-02-26 21:41:19,18.9
cumid30106,2024-02-26 21:41:49,44.93
cumid30107,2024-02-26 21:42:32,9.56
cumid30108,2024-02-26 21:45:08,45.8
cumid30109,2024-02-26 21:46:11,38.9
cumid30110,2024-02-26 21:47:01,9.74
cumid30111,2024-02-26 21:47:51,9.54
cumid2230,2024-02-26 21:49:34,18.69
cumid30112,2024-02-26 21:50:01,9.81
cumid30113,2024-02-26 21:51:48,39.24
cumid30114,2024-02-26 21:52:18,18.99
cumid30115,2024-02-26 21:52:54,123.39
cumid20448,2024-02-26 21:55:56,9.38
cumid30116,2024-02-26 21:56:38,9.42
cumid30117,2024-02-26 21:58:34,45.71
cumid11931,2024-02-26 22:01:36,68.95
cumid250,2024-02-26 22:02:07,18.85
cumid19354,2024-02-26 22:03:29,150.44
cumid30118,2024-02-26 22:04:07,37.55
cumid30119,2024-02-26 22:05:08,121.04
cumid30120,2024-02-26 22:05:14,39.18
cumid30121,2024-02-26 22:07:41,118.77
cumid30122,2024-02-26 22:08:19,26.01
cumid30123,2024-02-26 22:09:43,9.51
cumid1793,2024-02-26 22:11:01,38.45
cumid30124,2024-02-26 22:12:19,109.28
cumid30125,2024-02-26 22:12:43,39.02
cumid30126,2024-02-26 22:15:25,36.87
cumid30127,2024-02-26 22:17:41,25.21
cumid30128,2024-02-26 22:18:45,25.01
cumid30129,2024-02-26 22:18:57,20.12
cumid30130,2024-02-26 22:24:02,118.54
cumid30131,2024-02-26 22:24:35,9.34
cumid30132,2024-02-26 22:24:49,18.65
cumid30133,2024-02-26 22:25:54,19.45
cumid30134,2024-02-26 22:26:58,19.58
cumid30135,2024-02-26 22:27:13,9.82
cumid30136,2024-02-26 22:28:26,9.87
cumid30137,2024-02-26 22:30:55,212.59
cumid30138,2024-02-26 22:32:15,18.93
cumid28689,2024-02-26 22:32:58,37.55
cumid30139,2024-02-26 22:34:14,39.42
cumid30140,2024-02-26 22:34:16,119.58
cumid30141,2024-02-26 22:36:49,37.56
cumid30142,2024-02-26 22:37:18,9.42
cumid30143,2024-02-26 22:37:54,19.83
cumid30144,2024-02-26 22:38:45,18.67
cumid3185,2024-02-26 22:39:43,151.92
cumid30145,2024-02-26 22:42:48,18.85
cumid30146,2024-02-26 22:44:43,147.92
cumid30147,2024-02-26 22:46:10,140.89
cumid30148,2024-02-26 22:47:26,10.02
cumid30149,2024-02-26 22:48:19,524.88
cumid30150,2024-02-26 22:52:06,37.83
cumid23550,2024-02-26 22:52:52,138.93
cumid30151,2024-02-26 22:55:27,144.01
cumid30148,2024-02-26 22:56:12,18.97
cumid30152,2024-02-26 22:56:40,9.7
cumid30153,2024-02-26 22:56:52,18.7
cumid30154,2024-02-26 23:00:20,37.09
cumid30155,2024-02-26 23:02:50,19.44
cumid30156,2024-02-26 23:07:17,151.89
cumid30157,2024-02-26 23:07:48,150.51
cumid30158,2024-02-26 23:09:46,19.2
cumid30159,2024-02-26 23:11:06,19.79
cumid30160,2024-02-26 23:15:31,36.6
cumid250,2024-02-26 23:17:45,77.08
cumid13307,2024-02-26 23:22:16,25.51
cumid18408,2024-02-26 23:25:44,20.21
cumid30161,2024-02-26 23:27:07,36.48
cumid30162,2024-02-26 23:29:56,142.19
cumid30163,2024-02-26 23:30:40,118.35
cumid30164,2024-02-26 23:31:21,19.53
cumid30165,2024-02-26 23:32:06,141.77
cumid30166,2024-02-26 23:34:13,139.63
cumid656,2024-02-26 23:38:11,9.66
cumid30167,2024-02-26 23:39:56,36.82
cumid30168,2024-02-26 23:44:18,39.12
cumid23762,2024-02-26 23:46:44,149.88
cumid30169,2024-02-26 23:48:31,19.2
cumid30170,2024-02-26 23:53:12,675.84
cumid14666,2024-02-26 23:56:03,18.64
cumid30171,2024-02-26 23:59:07,142.55
cumid30172,2024-02-27 00:01:45,149.49
cumid656,2024-02-27 00:01:49,78.41
cumid30165,2024-02-27 00:04:40,1.05
cumid30173,2024-02-27 00:05:32,10.08
cumid30174,2024-02-27 00:15:29,141.73
cumid30175,2024-02-27 00:17:14,144.02
cumid30170,2024-02-27 00:18:27,149.42
cumid30176,2024-02-27 00:19:03,19.01
cumid30177,2024-02-27 00:20:33,149.53
cumid30178,2024-02-27 00:23:09,82.35
cumid30179,2024-02-27 00:24:55,19.37
cumid27265,2024-02-27 00:26:25,19.02
cumid30180,2024-02-27 00:31:11,149.12
cumid28751,2024-02-27 00:34:11,19.3
cumid25533,2024-02-27 00:39:52,9.71
cumid30181,2024-02-27 00:44:55,126.42
cumid18814,2024-02-27 00:46:18,19.61
cumid30182,2024-02-27 00:46:23,126.02
cumid30183,2024-02-27 00:50:32,114.85
cumid30184,2024-02-27 00:52:58,148.7
cumid23535,2024-02-27 01:02:58,29.7
cumid20016,2024-02-27 01:05:26,19.32
cumid30185,2024-02-27 01:19:12,183.28
cumid30186,2024-02-27 01:20:11,36.38
cumid30073,2024-02-27 01:37:40,37.55
cumid30187,2024-02-27 01:42:56,9.38
cumid30188,2024-02-27 01:56:11,143.41
cumid30189,2024-02-27 01:59:55,122.7
cumid30190,2024-02-27 02:17:25,19.74
cumid30191,2024-02-27 02:20:45,19.15
cumid30192,2024-02-27 02:29:07,38.32
cumid59,2024-02-27 02:42:29,19.55
cumid30193,2024-02-27 03:05:22,36.61
cumid30194,2024-02-27 03:10:25,139.9
cumid30195,2024-02-27 03:37:20,28.13
cumid9334,2024-02-27 03:49:24,18.95
cumid24001,2024-02-27 04:01:06,145.31
cumid30196,2024-02-27 04:22:13,36.64
cumid30197,2024-02-27 05:00:35,142.07
cumid30198,2024-02-27 05:08:03,134.06
cumid30199,2024-02-27 05:37:38,19.46
cumid30200,2024-02-27 05:47:29,18.92
cumid30201,2024-02-27 06:12:41,183.05
cumid30202,2024-02-27 06:26:17,151.43
cumid30203,2024-02-27 06:57:18,37.89
cumid30204,2024-02-27 07:04:48,118.17
cumid30205,2024-02-27 07:20:08,37.61
cumid30206,2024-02-27 07:39:03,87.46
cumid59,2024-02-27 07:45:11,36.67
cumid30207,2024-02-27 07:59:50,150.4
cumid30208,2024-02-27 08:08:49,9.63
cumid26751,2024-02-27 08:10:43,84.4
cumid30209,2024-02-27 08:14:07,37.66
cumid30210,2024-02-27 08:15:28,9.58
cumid30211,2024-02-27 08:24:08,20.08
cumid10180,2024-02-27 08:24:29,38.36
cumid15502,2024-02-27 08:38:01,39.49
cumid30212,2024-02-27 08:46:30,125.16
cumid30213,2024-02-27 08:54:03,56.51
cumid30214,2024-02-27 08:55:26,19.09
cumid30215,2024-02-27 08:58:58,144.04
cumid30216,2024-02-27 09:00:48,37.64
cumid30217,2024-02-27 09:02:13,19.05
cumid22760,2024-02-27 09:07:13,19.59
cumid30218,2024-02-27 09:10:29,19.81
cumid13675,2024-02-27 09:12:31,556.15
cumid30219,2024-02-27 09:16:04,36.86
cumid30220,2024-02-27 09:16:42,122.15
cumid30221,2024-02-27 09:28:10,19.22
cumid30222,2024-02-27 09:32:54,140.91
cumid30223,2024-02-27 09:33:56,9.44
cumid30224,2024-02-27 09:40:18,73.71
cumid30225,2024-02-27 09:43:30,151.98
cumid30226,2024-02-27 09:46:50,38.8
cumid30227,2024-02-27 09:54:52,30.21
cumid30228,2024-02-27 09:55:29,37.44
cumid30229,2024-02-27 09:58:11,122.85
cumid16455,2024-02-27 10:05:34,140.19
cumid30230,2024-02-27 10:09:47,200.79
cumid18107,2024-02-27 10:10:39,9.39
cumid30231,2024-02-27 10:12:58,73.25
cumid30232,2024-02-27 10:19:15,19.15
cumid6278,2024-02-27 10:21:28,19.53
cumid30233,2024-02-27 10:22:16,19.67
cumid8233,2024-02-27 10:23:33,20.23
cumid30234,2024-02-27 10:28:28,20.17
cumid30235,2024-02-27 10:31:13,119.2
cumid18155,2024-02-27 10:33:10,118.37
cumid30236,2024-02-27 10:34:33,38.11
cumid30237,2024-02-27 10:35:40,134.4
cumid4266,2024-02-27 10:41:02,20.19
cumid30238,2024-02-27 10:41:38,97.06
cumid30239,2024-02-27 10:42:27,25.53
cumid30240,2024-02-27 10:42:47,19.76
cumid30241,2024-02-27 10:46:05,28.45
cumid30242,2024-02-27 10:46:11,28.1
cumid30243,2024-02-27 10:48:09,145.36
cumid43,2024-02-27 10:49:07,9.59
cumid30244,2024-02-27 10:49:29,37.02
cumid30245,2024-02-27 10:50:10,19.42
cumid18586,2024-02-27 10:51:17,18.72
cumid30246,2024-02-27 10:51:17,140.31
cumid11963,2024-02-27 10:51:42,146.48
cumid30247,2024-02-27 10:52:30,90.47
cumid7606,2024-02-27 10:54:26,19.05
cumid19280,2024-02-27 10:57:11,120.65
cumid30248,2024-02-27 10:59:10,19.98
cumid1522,2024-02-27 10:59:41,37.11
cumid30249,2024-02-27 11:03:21,151.33
cumid28014,2024-02-27 11:03:43,36.8
cumid30250,2024-02-27 11:09:33,49.7
cumid30251,2024-02-27 11:10:34,113.29
cumid30252,2024-02-27 11:14:13,26.08
cumid30253,2024-02-27 11:15:49,37.81
cumid4674,2024-02-27 11:19:41,123.94
cumid30254,2024-02-27 11:19:47,9.74
cumid30255,2024-02-27 11:22:26,19.95
cumid30256,2024-02-27 11:27:04,20.29
cumid9429,2024-02-27 11:33:42,18.89
cumid30257,2024-02-27 11:35:04,19.6
cumid30258,2024-02-27 11:41:54,56.07
cumid30259,2024-02-27 11:43:22,9.67
cumid250,2024-02-27 11:49:22,515.74
cumid30260,2024-02-27 11:49:39,125.94
cumid30261,2024-02-27 11:52:45,38.56
cumid15028,2024-02-27 11:53:46,19.58
cumid30262,2024-02-27 11:56:25,55.35
cumid30263,2024-02-27 12:02:05,36.61
cumid30264,2024-02-27 12:05:17,38.65
cumid30265,2024-02-27 12:06:22,141.23
cumid30266,2024-02-27 12:06:55,9.47
cumid20441,2024-02-27 12:09:16,124.88
cumid17393,2024-02-27 12:10:35,147.08
cumid30267,2024-02-27 12:11:10,19.55
cumid30268,2024-02-27 12:13:09,170.97
cumid17248,2024-02-27 12:13:41,19.47
cumid30269,2024-02-27 12:15:53,139.78
cumid12461,2024-02-27 12:17:08,116.96
cumid30270,2024-02-27 12:18:40,9.69
cumid10217,2024-02-27 12:20:37,151.77
cumid30271,2024-02-27 12:26:12,46.08
cumid5769,2024-02-27 12:26:25,187.57
cumid30272,2024-02-27 12:28:22,149.6
cumid30273,2024-02-27 12:30:22,152.03
cumid1929,2024-02-27 12:32:00,19.45
cumid20620,2024-02-27 12:33:50,20.12
cumid544,2024-02-27 12:37:22,19.99
cumid30274,2024-02-27 12:37:39,19.91
cumid10686,2024-02-27 12:39:38,59.53
cumid30275,2024-02-27 12:40:15,9.96
cumid30276,2024-02-27 12:41:51,19.13
cumid2212,2024-02-27 12:44:38,10.08
cumid21366,2024-02-27 12:46:59,19.42
cumid18864,2024-02-27 12:48:05,143.02
cumid30277,2024-02-27 12:56:44,37.62
cumid30278,2024-02-27 12:59:38,19.27
cumid30279,2024-02-27 13:03:43,9.95
cumid21375,2024-02-27 13:03:43,299.41
cumid30280,2024-02-27 13:09:59,124.38
cumid25785,2024-02-27 13:12:51,38.48
cumid30281,2024-02-27 13:18:52,120.54
cumid30282,2024-02-27 13:19:03,9.87
cumid30283,2024-02-27 13:23:18,146.6
cumid30284,2024-02-27 13:23:25,36.43
cumid30285,2024-02-27 13:30:11,145.25
cumid30286,2024-02-27 13:32:36,56.04
cumid30287,2024-02-27 13:35:48,116.78
cumid6582,2024-02-27 13:38:23,37.51
cumid30288,2024-02-27 13:40:42,118.07
cumid30289,2024-02-27 13:42:38,9.89
cumid24477,2024-02-27 13:43:24,120.81
cumid30290,2024-02-27 13:43:50,36.95
cumid30291,2024-02-27 13:47:13,19.11
cumid30292,2024-02-27 13:48:11,148.44
cumid30293,2024-02-27 13:49:58,20.1
cumid30294,2024-02-27 13:50:27,18.73
cumid30295,2024-02-27 13:53:28,18.7
cumid30296,2024-02-27 13:55:04,123.54
cumid30297,2024-02-27 13:59:30,140.62
cumid30298,2024-02-27 14:01:58,226.72
cumid30299,2024-02-27 14:04:22,160.63
cumid30300,2024-02-27 14:06:03,37.79
cumid97,2024-02-27 14:07:21,41.38
cumid30301,2024-02-27 14:08:25,19.04
cumid30302,2024-02-27 14:12:15,19.75
cumid30303,2024-02-27 14:16:19,121.11
cumid18782,2024-02-27 14:17:56,151.86
cumid1959,2024-02-27 14:21:37,144.8
cumid30304,2024-02-27 14:29:06,38.38
cumid30305,2024-02-27 14:29:24,236.89
cumid30306,2024-02-27 14:35:04,19.03
cumid30307,2024-02-27 14:35:56,148.78
cumid30308,2024-02-27 14:36:43,36.57
cumid30309,2024-02-27 14:37:41,143.68
cumid30310,2024-02-27 14:43:23,19.96
cumid30311,2024-02-27 14:44:36,9.34
cumid30312,2024-02-27 14:46:28,19.62
cumid285,2024-02-27 14:47:09,225.8
cumid2037,2024-02-27 14:55:38,360.74
cumid1856,2024-02-27 14:56:21,233.54
cumid30313,2024-02-27 14:56:57,118.49
cumid30314,2024-02-27 14:58:04,25.97
cumid21319,2024-02-27 15:00:06,279.78
cumid30315,2024-02-27 15:00:38,118.75
cumid30316,2024-02-27 15:04:40,37.5
cumid16189,2024-02-27 15:09:08,131.11
cumid13918,2024-02-27 15:13:59,37.55
cumid11170,2024-02-27 15:18:09,149.0
